dataset,configuration,ground_truth,wavelength,image_path,PSNR,SSIM,MSSSIM,IWSSIM,VIF,FSIM,GMSD,MSGMSD,HAARPSI,UQI,S3IM,TV,BRISQUE,CLIP-IQA
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_251.png,29.822653,0.72276205,0.87964886,0.81850797,0.1251729,,0.089095235,0.08650616,0.613144,,,32.184807,70.00018,0.5970927
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_252.png,31.23824,0.8148634,0.90324616,0.85550886,0.14125891,,0.08181485,0.0802922,0.6401654,,,30.077421,61.175964,0.7322866
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_253.png,30.718796,0.7708003,0.89384276,0.83268297,0.12349413,,0.08058526,0.079433784,0.6401633,,,30.471716,79.49823,0.6808467
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_254.png,29.110945,0.728166,0.858889,0.7838013,0.11204355,,0.11192192,0.10675772,0.55439794,,,38.04958,78.2746,0.8250618
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_255.png,31.201237,0.711219,0.8884482,0.8180115,0.12761407,,0.07841855,0.07736513,0.65040594,,,28.071533,70.47919,0.6760638
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_256.png,30.70341,0.7679508,0.88893616,0.8294253,0.12490896,,0.09090833,0.086583816,0.6148059,,,30.257511,68.698425,0.647972
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_257.png,30.445171,0.76220036,0.8770259,0.8227645,0.14244068,,0.10959157,0.10511086,0.5650425,,,31.506205,53.417664,0.7721852
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_258.png,30.96061,0.76553535,0.88109094,0.8341386,0.15148567,,0.10629548,0.10272752,0.5694937,,,28.532501,41.11444,0.7453573
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_259.png,31.199724,0.767528,0.88164955,0.83162016,0.15273316,,0.10844944,0.103682935,0.5640359,,,27.50628,41.331726,0.83195657
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_260.png,30.90088,0.79166853,0.8920809,0.8421408,0.14222604,,0.09561299,0.09184634,0.59657824,,,30.5604,47.83905,0.69554627
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_261.png,30.55971,0.73400474,0.88454294,0.81866145,0.11583437,,0.0858467,0.0831968,0.62135935,,,30.487911,74.22064,0.70840985
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_262.png,29.997063,0.76366746,0.8864903,0.8290336,0.12013478,,0.08754844,0.08508559,0.61747485,,,34.57549,80.539734,0.74570394
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_263.png,30.271736,0.7573645,0.8770375,0.83050704,0.1356213,,0.10259189,0.09975914,0.57154363,,,32.298725,53.610535,0.82911265
